productType,category,subCategory,pt aliases,cat aliases,sub-cat aliases,descriptions,,,
Sports & Recreation,Ski & Snowboard Gear,-,,,,,,,
Sports & Recreation,Ski & Snowboard Gear,Ski Boots,,,,,,,
Sports & Recreation,Ski & Snowboard Gear,Snowboards,,,,,,,
Sports & Recreation,Snow Skiing Gear,-,,,,,,,
Sports & Recreation,Snow Skiing Gear,Ski & Snowboard Goggles,,,,,,,
Sports & Recreation,Snow Skiing Gear,Ski & Snowboard Helmets,,,,,,,
Sports & Recreation,Snow Skiing Gear,Ski Poles,,,,,,,
Sports & Recreation,Snow Skiing Gear,Skis,,,,,,,
Sports & Recreation,Soccer Gear,-,,,,,,,
Sports & Recreation,Soccer Gear,Field & Training Equipment,,,,,,,
Sports & Recreation,Soccer Gear,"Goals, Nets, & Rebounders",,,,,,,
Sports & Recreation,Soccer Gear,Shin Guards & Pads,,,,,,,
Sports & Recreation,Soccer Gear,Soccer Balls,,,,,,,
Sports & Recreation,Sports Equipment,-,,,,,,,
Sports & Recreation,Sports Equipment,Field Equipment,,,,,,,
Sports & Recreation,Sports Equipment,Grip Tapes & Waxes,,,,,,,
Sports & Recreation,Sports Equipment,Sports Glove Accessories,,,,,,,
Sports & Recreation,Sports Equipment,Sports Nets & Rebounders,,,,,,,
Sports & Recreation,Sports Equipment,Sports Trainers,,,,,,,
Sports & Recreation,Sports Equipment,Team Sports Starter Kits,,,,,,,
Sports & Recreation,Swim Gear,-,,,,,,,
Sports & Recreation,Swim Gear,Beach Towels,,,,,,,
Sports & Recreation,Swim Gear,Fins,,,,,,,
Sports & Recreation,Swim Gear,Floaties,,,,,,,
Sports & Recreation,Swim Gear,Goggles,,,,,,,
Sports & Recreation,Swim Gear,Life Jackets,,,,,,,
Sports & Recreation,Swim Gear,Snorkels,,,,,,,
Sports & Recreation,Swim Gear,Swim Caps,,,,,,,
Sports & Recreation,Tennis Gear,-,,,,,,,
Sports & Recreation,Tennis Gear,Tennis Balls,,,,,,,
Sports & Recreation,Tennis Gear,Tennis Rackets,,,,,,,
Sports & Recreation,Volleyball Gear,-,,,,,,,
Sports & Recreation,Volleyball Gear,Volley Balls,,,,,,,
Sports & Recreation,Volleyball Gear,Volleyball Nets,,,,,,,
Sports & Recreation,Volleyball Gear,Volleyball Sets,,,,,,,
Sports & Recreation,Wrestling Gear,-,,,,,,,
Sports & Recreation,Wrestling Gear,Headgear,,,,,,,
Sports & Recreation,Z_Other,-,,,,,,,
Toys,-,-,,,,,,,
Toys,Baby & Toddler Toys,-,,,,,,,
Toys,Baby & Toddler Toys,Baby Activity Centers,,,Sit-in Activity Center,,,,
Toys,Baby & Toddler Toys,Baby Activity Cubes,,,,,,,
Toys,Baby & Toddler Toys,Baby Blocks,,,,,,,
Toys,Baby & Toddler Toys,Baby Gyms & Playmats,,,,,,,
Toys,Baby & Toddler Toys,Baby Learning Toys,,,,,,,
Toys,Baby & Toddler Toys,Car Seat & Stroller Toys,,,,,,,
Toys,Baby & Toddler Toys,Crib Toys,,,,,,,
Toys,Baby & Toddler Toys,Hammering & Pounding Toys,,,,,,,
Toys,Baby & Toddler Toys,Lovies,,,Security Blanket,,,,
Toys,Baby & Toddler Toys,Mirror Toys,,,,,,,
Toys,Baby & Toddler Toys,Push & Pull Toys,,,"Push Walker, Baby Walker, Sit to Stand Walker",,,,
Toys,Baby & Toddler Toys,Rattles,,,,,,,
Toys,Backyard & Playground Toys,-,,,,,,,
Toys,Backyard & Playground Toys,Ball Bags,,,,,,,
Toys,Backyard & Playground Toys,Bubble Toys,,,,,,,
Toys,Backyard & Playground Toys,Chalk,,,,,,,
Toys,Backyard & Playground Toys,Hand Balls,,,,,,,
Toys,Backyard & Playground Toys,Jump Ropes,,,,,,,
Toys,Backyard & Playground Toys,Kites & Wind Spinners,,,,,,,
Toys,Backyard & Playground Toys,Launcher Toys,,,,,,,
Toys,Backyard & Playground Toys,Playground Balls & Sets,,,,,,,
Toys,Backyard & Playground Toys,Toy Hoops,,,,,,,
Toys,Backyard & Playground Toys,Yo-yos,,,,,,,
Toys,Blasters & Battle Play,-,,,,,,,
Toys,Blasters & Battle Play,Dart Blasters,,,,,,,
Toys,Blasters & Battle Play,Gel Blasters,,,,,,,
Toys,Blasters & Battle Play,Laser Tag,,,,,,,
Toys,Blasters & Battle Play,Toy Blaster Accessories,,,,,,,
Toys,Blasters & Battle Play,Toy Blasters,,,Toy Guns,,,,
Toys,Blasters & Battle Play,Toy Bow & Arrow Sets,,,,,,,
Toys,Blasters & Battle Play,Toy Swords,,,,,,,
Toys,Blasters & Battle Play,Water Blasters,,,Water Guns,,,,
Toys,Board & Party Games,-,,,,,,,
Toys,Board & Party Games,Bingo Sets,,,,,,,
Toys,Board & Party Games,Board Games,,,,,,,
Toys,Board & Party Games,Card Games,,,,,,,
Toys,Board & Party Games,Collectible Trading Cards,,,,,,,
Toys,Board & Party Games,Dice Games,,,,,,,
Toys,Board & Party Games,Electronic Games,,,,,,,
Toys,Board & Party Games,Escape Room Games,,,,,,,
Toys,Board & Party Games,Floor Games,,,,,,,
Toys,Board & Party Games,Game Accessories,,,,,,,
Toys,Board & Party Games,Game Accessory Storage,,,,,,,
Toys,Board & Party Games,Game Mats,,,,,,,
Toys,Board & Party Games,Game Miniatures,,,,,,,
Toys,Board & Party Games,Game Pieces,,,,,,,
Toys,Board & Party Games,Game Timers,,,,,,,
Toys,Board & Party Games,Gaming Dice,,,,,,,
Toys,Board & Party Games,Matching & Memory Games,,,,,,,
Toys,Board & Party Games,Playing Cards,,,,,,,
Toys,Board & Party Games,Poker Chips & Sets,,,,,,,
Toys,Board & Party Games,Tabletop Arcade Games,,,,,,,
Toys,Board & Party Games,Tabletop Sports Games,,,,,,,
Toys,Board & Party Games,Tile Games,,,,,,,
Toys,Building Toys,-,,,,,,,
Toys,Building Toys,Ball Runs,,,Marble runs,,,,
Toys,Building Toys,Building Set Accessories,,,,,,,
Toys,Building Toys,Building Sets & Blocks,,,"Legos, Duplos, PlusPlus",,,,
Toys,Building Toys,Magnetic Building Sets,,,Magnatiles,,,,
Toys,Building Toys,Stacking & Sorting Toys,,,,,,,
Toys,Costume Accessories,-,,,,,,,
Toys,Costume Accessories,Capes,,,,,,,
Toys,Costume Accessories,Costume Apparel,,,,,,,
Toys,Costume Accessories,Costume Hair Accessories,,,,,,,
Toys,Costume Accessories,Costume Hats,,,,,,,
Toys,Costume Accessories,Costume Shoes,,,,,,,
Toys,Costume Accessories,Crowns & Tiaras,,,,,,,
Toys,Costume Accessories,Masks,,,,,,,
Toys,Costume Accessories,Play Jewelry,,,"Play Jewelry, Rings, necklaces, bracelets",,,,
Toys,Costume Accessories,Play Make-up,,,,,,,
Toys,Costume Accessories,Play Purses & Handbags,,,,,,,
Toys,Costume Accessories,Wands,,,,,,,
Toys,Costume Accessories,Wigs & Costume Hair,,,,,,,
Toys,Costume Accessories,Wings,,,,,,,
Toys,Costumes,-,,,,,,,
Toys,Doll Accessories,-,,,,,,,
Toys,Doll Accessories,Doll Carriers,,,,,,,
Toys,Doll Accessories,Doll Clothing,,,,,,,
Toys,Doll Accessories,Doll Furniture,,,,,,,
Toys,Doll Accessories,Doll Shoes,,,,,,,
Toys,Doll Accessories,Doll Stands,,,,,,,
Toys,Doll Accessories,Doll Strollers,,,,,,,
Toys,Doll Accessories,Doll Vehicles,,,,,,,
Toys,Dollhouse Accessories,-,,,,,,,
Toys,Dollhouse Accessories,Dollhouse Decor,,,,,,,
Toys,Dollhouse Accessories,Dollhouse Furniture,,,,,,,
Toys,Dollhouses,-,,,,,,,
Toys,Dolls,-,,,,,,,
Toys,Dolls,Baby Dolls,,,,,,,
Toys,Dolls,Doll Playsets,,,,,,,
Toys,Dolls,Fashion Dolls,,,,,,,
Toys,Dolls,Nesting Dolls,,,,,,,
Toys,Dolls,Paper & Magnetic Dolls,,,,,,,
Toys,Dolls,Porcelain Dolls,,,,,,,
Toys,Dolls,Rag Dolls,,,,,,,
Toys,Dolls,Stuffed & Plush Dolls,,,Cloth Dolls,,,,
Toys,Dolls,Styling Heads,,,,,,,
Toys,Dolls,Wooden Dolls,,,,,,,
Toys,Electronic Toys,-,,,,,,,
Toys,Electronic Toys,Dance Mats,,,,,,,
Toys,Electronic Toys,Digital Pets,,,,,,,
Toys,Electronic Toys,Drones,,,,,,,
Toys,Electronic Toys,Electronic Learning Toys,,,,,,,
Toys,Electronic Toys,Learning System Accessories,,,,,,,
Toys,Electronic Toys,Learning System Hardware,,,,,,,
Toys,Electronic Toys,Learning System Software,,,,,,,
Toys,Electronic Toys,Robots,,,,,,,
Toys,Electronic Toys,Toy Spy Gear,,,,,,,
Toys,Fidget Toys,-,,,,,,,
Toys,Fidget Toys,Begleri Toys,,,,,,,
Toys,Fidget Toys,Fidget Cubes,,,,,,,
Toys,Fidget Toys,Fidget Rings,,,,,,,
Toys,Fidget Toys,Fidget Spinners,,,,,,,
Toys,Fidget Toys,Stress Balls,,,,,,,
Toys,Inflatable Toys & Ball Pits,-,,,,,,,
Toys,Inflatable Toys & Ball Pits,Ball Pit Balls,,,,,,,
Toys,Inflatable Toys & Ball Pits,Ball Pits,,,,,,,
Toys,Inflatable Toys & Ball Pits,Bounce Houses,,,,,,,
Toys,Inflatable Toys & Ball Pits,Inflatable Water Parks,,,,,,,
Toys,Inflatable Toys & Ball Pits,Inflatable Water Slides,,,,,,,
Toys,Lawn Games,-,,,,,,,
Toys,Lawn Games,Badminton Sets,,,,,,,
Toys,Lawn Games,Bean Bag Toss,,,,,,,
Toys,Lawn Games,Bean Bags,,,,,,,
Toys,Lawn Games,Bocce Ball Sets,,,,,,,
Toys,Lawn Games,Catch Games,,,,,,,
Toys,Lawn Games,Flying Discs,,,,,,,
Toys,Lawn Games,Giant Games,,,,,,,
Toys,Lawn Games,Lawn Bowling Sets,,,,,,,
Toys,Lawn Games,Ring Toss,,,,,,,
Toys,Lawn Games,Target Toss,,,,,,,
Toys,Lawn Games,Toss Game Sets,,,,,,,
Toys,Learning Toys,-,,,,,,,
Toys,Learning Toys,Doodle Mats & Boards,,,,,,,
Toys,Learning Toys,Globes,,,,,,,
Toys,Learning Toys,Magnetic Activity Sets,,,,,,,
Toys,Learning Toys,Math & Counting Kits,,,,,,,
Toys,Learning Toys,Reading & Writing Kits,,,,,,,
Toys,Learning Toys,Teaching Charts & Props,,,"Daily Calendars, responsibility charts, ",,,,
Toys,Miniatures & Action Figures,-,,,,,,,
Toys,Miniatures & Action Figures,Action Figure Accessories,,,,,,,
Toys,Miniatures & Action Figures,Action Figure Playsets,,,,,,,
Toys,Miniatures & Action Figures,Action Figures,,,,,,,
Toys,Miniatures & Action Figures,Animal Figures,,,,,,,
Toys,Miniatures & Action Figures,Bobbleheads,,,,,,,
Toys,Miniatures & Action Figures,Figurines & Miniature Figures,,,,,,,
Toys,Miniatures & Action Figures,Licensed Collector's Boxes,,,,,,,
Toys,Musical Toys,-,,,,,,,
Toys,Musical Toys,Baby Musical Toys,,,,,,,
Toys,Musical Toys,Toy Drums & Percussion,,,,,,,
Toys,Musical Toys,Toy Guitars & String Instruments,,,,,,,
Toys,Musical Toys,Toy Instrument Sets,,,,,,,
Toys,Musical Toys,Toy Microphones & Karaoke,,,,,,,
Toys,Musical Toys,Toy Music & Story Players,,,"Tonie Box, Tonies, Talking Storybooks",,,,
Toys,Musical Toys,Toy Pianos & Keyboards,,,,,,,
Toys,Novelty Toys,-,,,,,,,
Toys,Novelty Toys,Juggling Sets,,,,,,,
Toys,Novelty Toys,Prisms & Kaleidoscopes,,,,,,,
Toys,Novelty Toys,Spinning Tops,,,,,,,
Toys,Novelty Toys,Spring & Wind-Up Toys,,,,,,,
Toys,Novelty Toys,Squeeze Toys,,,,,,,
Toys,Novelty Toys,Viewfinder Toys,,,,,,,
Toys,Playsets & Equipment,-,,,,,,,
Toys,Playsets & Equipment,Climbers,,,,,,,
Toys,Playsets & Equipment,Freestanding Slides,,,,,,,
Toys,Playsets & Equipment,Lemonade Stands,,,,,,,
Toys,Playsets & Equipment,Playground Slides,,,,,,,
Toys,Playsets & Equipment,Playground Swings,,,,,,,
Toys,Playsets & Equipment,Playhouses,,,,,,,
Toys,Playsets & Equipment,Playset Accessories,,,,,,,
Toys,Playsets & Equipment,Playset Games,,,,,,,
Toys,Playsets & Equipment,Playset Hardware,,,,,,,
Toys,Playsets & Equipment,Playsets & Swingsets,,,,,,,
Toys,Playsets & Equipment,Soft Play Equipment,,,,,,,
Toys,Playsets & Equipment,Teeter Totters,,,,,,,
Toys,Playsets & Equipment,Trampoline Accessories,,,,,,,
Toys,Playsets & Equipment,Trampolines,,,,,,,
Toys,Plush Toys,-,,,,,,,
Toys,Plush Toys,Character & Novelty Plush Toys,,,,,,,
Toys,Plush Toys,Giant Stuffed Animals,,,,,,,
Toys,Plush Toys,Interactive Pets,,,,,,,
Toys,Plush Toys,Stuffed Animals,,,,,,,
Toys,Pretend Play,-,,,,,,,
Toys,Pretend Play,Housekeeping Toys,,,Play Cleaning Products,,,,
Toys,Pretend Play,Magic Sets,,,,,,,
Toys,Pretend Play,Play Food,,,,,,,
Toys,Pretend Play,Play Kitchens,,,,,,,
Toys,Pretend Play,Play Medical Toys,,,,,,,
Toys,Pretend Play,Play Money,,,,,,,
Toys,Pretend Play,Play Phones,,,,,,,
Toys,Pretend Play,Play Tents & Tunnels,,,,,,,
Toys,Pretend Play,Play Tools & Workbenches,,,,,,,
Toys,Pretend Play,Prop Replicas,,,,,,,
Toys,Pretend Play,Puppets,,,,,,,
Toys,Pretend Play,Stick Horses,,,,,,,
Toys,Pretend Play,Toy Appliances,,,,,,,
Toys,Pretend Play,Toy Baking Sets,,,,,,,
Toys,Pretend Play,Toy Beauty Playsets,,,,,,,
Toys,Pretend Play,Toy Cash Registers,,,,,,,
Toys,Pretend Play,Toy Dishes,,,,,,,
Toys,Pretend Play,Toy Furniture,,,,,,,
Toys,Pretend Play,Toy Gardening Sets,,,,,,,
Toys,Pretend Play,Toy Jewelry Boxes,,,,,,,
Toys,Pretend Play,Toy Pots & Pans,,,,,,,
Toys,Pretend Play,Toy Shopping Carts & Baskets,,,,,,,
Toys,Pretend Play,Toy Tea Sets,,,,,,,
Toys,Pretend Play,Toy Vanities,,,,,,,
Toys,Puzzles,-,,,,,,,
Toys,Puzzles,3D Puzzles,,,,,,,
Toys,Puzzles,Brainteasers,,,,,,,
Toys,Puzzles,Floor Puzzles,,,,,,,
Toys,Puzzles,Jigsaw Puzzles,,,,,,,
Toys,Puzzles,Peg Puzzles,,,,,,,
Toys,Puzzles,Puzzle Accessories,,,,,,,
Toys,Puzzles,Puzzle Sets,,,,,,,
Toys,Ride-ons,-,,,,,,,
Toys,Ride-ons,Go-Karts,,,,,,,
Toys,Ride-ons,Pedal & Push Riding,,,,,,,
Toys,Ride-ons,Pogo Sticks & Stilts,,,,,,,
Toys,Ride-ons,Powered Riding Toys,,,,,,,
Toys,Ride-ons,Rocking Horses,,,,,,,
Toys,Ride-ons,Toy Wagons,,,,,,,
Toys,Sand & Water Play,-,,,,,,,
Toys,Sand & Water Play,Bath Toys,,,,,,,
Toys,Sand & Water Play,Dive Toys,,,,,,,
Toys,Sand & Water Play,Drink Floats,,,,,,,
Toys,Sand & Water Play,Floating Coolers,,,,,,,
Toys,Sand & Water Play,Floating Pool Games,,,,,,,
Toys,Sand & Water Play,Inner Tubes,,,,,,,
Toys,Sand & Water Play,Lawn Water Slides,,,,,,,
Toys,Sand & Water Play,Novelty Floats,,,,,,,
Toys,Sand & Water Play,Play Sprinklers,,,,,,,
Toys,Sand & Water Play,Pool Basketball & Volleyball Sets,,,,,,,
Toys,Sand & Water Play,Pool Loungers,,,,,,,
Toys,Sand & Water Play,Pool Noodles,,,,,,,
Toys,Sand & Water Play,Pool Slides,,,,,,,
Toys,Sand & Water Play,Pools,,,,,,,
Toys,Sand & Water Play,Rafts & Floating Islands,,,,,,,
Toys,Sand & Water Play,Sand & Water Tables,,,,,,,
Toys,Sand & Water Play,Sandboxes,,,,,,,
Toys,Sand & Water Play,Splash Toys,,,,,,,
Toys,Sand & Water Play,Water Balloon Toys,,,,,,,
Toys,Sand & Water Play,Water Balls,,,,,,,
Toys,Science & Exploration Toys,-,,,,,,,
Toys,Science & Exploration Toys,Lab Supplies,,,,,,,
Toys,Science & Exploration Toys,Microscopes,,,,,,,
Toys,Science & Exploration Toys,Nature Exploration Toys,,,,,,,
Toys,Science & Exploration Toys,Rockets,,,,,,,
Toys,Science & Exploration Toys,Science Kits,,,,,,,
Toys,Science & Exploration Toys,Telescopes,,,,,,,
Toys,Snow Toys,-,,,,,,,
Toys,Snow Toys,Sleds,,,,,,,
Toys,Snow Toys,Snow Tubes,,,,,,,
Toys,Sports Toys,-,,,,,,,
Toys,Sports Toys,Toy Sports Sets,,,,,,,
Toys,Tactile Play,-,,,,,,,
Toys,Tactile Play,Play Dough,,,Play-doh,,,,
Toys,Tactile Play,Play Foam,,,,,,,
Toys,Tactile Play,Play Sand,,,,,,,
Toys,Tactile Play,Slime,,,,,,,
Toys,Toy Vehicles,-,,,,,,,
Toys,Toy Vehicles,Remote Control Vehicles,,,,,,,
Toys,Toy Vehicles,Toy Vehicle Accessories,,,,,,,
Toys,Toy Vehicles,Toy Vehicle Playsets,,,,,,,
Toys,Toy Vehicles,Toy Vehicle Tracks,,,,,,,
Toys,Toy Vehicles,Toy Vehicles,,,,,,,
Toys,Toy Vehicles,Train Tables,,,,,,,
Toys,Z_Other,-,,,,,,,
Video Games,-,-,,,,,,,
Video Games,Consoles,-,,,,,,,
Video Games,Controllers & Accessories,-,,,,,,,
Video Games,Controllers & Accessories,Accessory Sets,,,,,,,
Video Games,Controllers & Accessories,Console Cables,,,,,,,
Video Games,Controllers & Accessories,Console Cases,,,,,,,
Video Games,Controllers & Accessories,Console Covers,,,,,,,
Video Games,Controllers & Accessories,Console Mounts,,,,,,,
Video Games,Controllers & Accessories,Console Remotes,,,,,,,
Video Games,Controllers & Accessories,Console Stands,,,,,,,
Video Games,Controllers & Accessories,Controller Grips,,,,,,,
Video Games,Controllers & Accessories,Controller Stands,,,,,,,
Video Games,Controllers & Accessories,Controller Straps,,,,,,,
Video Games,Controllers & Accessories,Gaming Headsets,,,,,,,
Video Games,Controllers & Accessories,Gaming Shifters,,,,,,,
Video Games,Controllers & Accessories,Joysticks,,,,,,,
Video Games,Controllers & Accessories,Mobile Game Controllers,,,,,,,
Video Games,Controllers & Accessories,Replacement Parts,,,,,,,
Video Games,Controllers & Accessories,Sensors,,,,,,,
Video Games,Controllers & Accessories,Standard Controllers,,,,,,,
Video Games,Controllers & Accessories,Steering Wheel Controllers,,,,,,,
Video Games,Video Game Add-Ons,-,,,,,,,
Video Games,Video Game Add-Ons,Game Currency,,,,,,,
Video Games,Video Game Add-Ons,Gaming Gift Cards,,,,,,,
Video Games,Video Game Add-Ons,Gaming Subscription Cards,,,,,,,
Video Games,Video Game Add-Ons,Interactive Gaming Figures,,,,,,,
Video Games,Video Games,-,,,,,,,
Video Games,Video Games,Console Games,,,,,,,
Video Games,Video Games,PC Games,,,,,,,
Video Games,Virtual Reality,-,,,,,,,
Video Games,Virtual Reality,Virtual Reality Headsets,,,,,,,
Video Games,Z_Other,-,,,,,,,